ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000950,2026-03-05 05:02:45,,email,AGT-013,product,high,open,Feature request: API webhooks,The bulk export works but could be much better if you added drag-and-drop.,,13,Mobile App,Microsoft,English,Saudi Arabia,Minor,product,Missing documentation,Provide product documentation and user guide.,,"Customer: The bulk export works but could be much better if you added drag-and-drop.
Support: Issue is under investigation."
TK-000838,2026-06-04 05:52:50,2026-06-04 13:52:50,email,AGT-015,billing,high,closed,Billing address update not reflected,I cancelled my subscription on 2026-06-04 but was still charged $218.16 for the next cycle.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,15,Mobile App,Oracle,Arabic,USA,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",3.0,"Customer: I cancelled my subscription on 2026-06-04 but was still charged $218.16 for the next cycle.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000745,2026-01-06 23:24:46,,social_media,AGT-001,technical,high,escalated,Data export feature not working,Trying to export data as CSV returns a blank file. Happens for date ranges over 21 days.,,17,Payment API,Dell,English,UK,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: Trying to export data as CSV returns a blank file. Happens for date ranges over 21 days.
Support: Issue is under investigation."
TK-000360,2026-01-21 19:02:48,,phone_callback,AGT-008,account,high,escalated,Profile photo not updating,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,,16,Payment API,Google,Arabic,UAE,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Issue is under investigation."
TK-000403,2026-06-01 12:10:08,2026-06-02 23:10:08,social_media,AGT-013,account,low,resolved,Cannot reset my password,My account armstrongjoshua@example.org is locked after failed login attempts. I am the legitimate owner. Please unlock.,Unlocked account after identity verification. Advised customer to use password manager.,16,CRM System,Dell,Arabic,UAE,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",3.0,"Customer: My account armstrongjoshua@example.org is locked after failed login attempts. I am the legitimate owner. Please unlock.
Support: Unlocked account after identity verification. Advised customer to use password manager."
TK-000463,2026-02-14 03:11:11,,social_media,AGT-013,technical,medium,in_progress,Login page returns 500 error,"Since the v5.0.16 update, our Stripe integration no longer syncs data. Last successful sync: 2026-06-23.",,15,Desktop Client,Amazon,Arabic,USA,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: Since the v5.0.16 update, our Stripe integration no longer syncs data. Last successful sync: 2026-06-23.
Support: Issue is under investigation."
TK-000312,2026-06-15 05:15:18,2026-06-16 11:15:18,email,AGT-002,technical,high,resolved,Application crashes on startup,Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 75172.,Increased upload size limit for account plan. Customer confirmed large files uploading correctly.,19,Cloud Dashboard,Google,English,Egypt,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 75172.
Support: Increased upload size limit for account plan. Customer confirmed large files uploading correctly."
TK-000439,2026-04-20 02:28:14,2026-04-20 10:28:14,web_form,AGT-011,account,low,resolved,Request to merge two accounts,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,Checked email delivery logs – reset email was going to spam folder. Resent and advised customer.,16,Mobile App,Oracle,Arabic,UK,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",4.0,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Checked email delivery logs – reset email was going to spam folder. Resent and advised customer."
TK-000004,2026-04-29 22:07:39,2026-05-02 02:07:39,email,AGT-011,technical,medium,resolved,Application crashes on startup,The dashboard takes over 47 seconds to load. This is affecting our team's productivity.,Fixed CSV export encoding issue in backend. Customer re-ran export successfully.,14,Mobile App,Intel,Arabic,Saudi Arabia,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: The dashboard takes over 47 seconds to load. This is affecting our team's productivity.
Support: Fixed CSV export encoding issue in backend. Customer re-ran export successfully."
TK-000059,2026-05-24 09:01:47,,social_media,AGT-009,billing,low,in_progress,Cannot access invoice #90701,I updated my billing address last week but my latest invoice still shows the old address.,,16,CRM System,IBM,Arabic,UK,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Issue is under investigation."
TK-000440,2026-03-13 12:28:46,2026-03-15 22:28:46,phone_callback,AGT-004,product,low,closed,Is mobile notifications available on the mobile app?,Do you have a video tutorial or step-by-step guide for setting up dark mode?,Shared tutorial video and written guide. Customer confirmed issue resolved.,14,Web Platform,IBM,Arabic,Saudi Arabia,Minor,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: Do you have a video tutorial or step-by-step guide for setting up dark mode?
Support: Shared tutorial video and written guide. Customer confirmed issue resolved."
TK-000899,2026-03-26 06:04:37,2026-03-28 12:04:37,social_media,AGT-006,shipping,medium,resolved,Request to change delivery address,My package arrived with significant damage. Contents are broken. Order #78862. Photos attached.,Address updated in system before dispatch. Customer confirmed new address is correct.,13,Web Platform,Cisco,English,Egypt,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: My package arrived with significant damage. Contents are broken. Order #78862. Photos attached.
Support: Address updated in system before dispatch. Customer confirmed new address is correct."
TK-000083,2026-05-25 01:30:19,2026-05-28 00:30:19,email,AGT-001,shipping,medium,resolved,Missing item from multi-item order,My order #90850 should have contained 6 items but only 4 arrived. Missing: Monitored zero tolerance initiative.,Address updated in system before dispatch. Customer confirmed new address is correct.,17,CRM System,Intel,Arabic,Germany,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My order #90850 should have contained 6 items but only 4 arrived. Missing: Monitored zero tolerance initiative.
Support: Address updated in system before dispatch. Customer confirmed new address is correct."
TK-000688,2026-04-03 05:59:39,2026-04-04 07:59:39,web_form,AGT-012,technical,high,resolved,Two-factor authentication not sending OTP,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: swebb@example.net.,Fixed CSV export encoding issue in backend. Customer re-ran export successfully.,16,Web Platform,Oracle,English,Saudi Arabia,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: swebb@example.net.
Support: Fixed CSV export encoding issue in backend. Customer re-ran export successfully."
TK-000758,2026-01-21 16:08:12,,phone_callback,AGT-020,account,low,open,Profile photo not updating,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,,16,Mobile App,Amazon,Arabic,Egypt,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Issue is under investigation."
TK-000043,2026-04-08 11:06:06,2026-04-08 13:06:06,phone_callback,AGT-005,technical,medium,resolved,Two-factor authentication not sending OTP,The app crashes every time I open it since the update on 2026-06-13. I am on macOS 14 version 4.8.12. Error log: ERR-ccPu-5677.,Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,23,Desktop Client,Amazon,English,UAE,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: The app crashes every time I open it since the update on 2026-06-13. I am on macOS 14 version 4.8.12. Error log: ERR-ccPu-5677.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000172,2026-06-25 06:13:51,2026-06-26 22:13:51,email,AGT-016,shipping,medium,resolved,Order shipped to wrong address,My package arrived with significant damage. Contents are broken. Order #75130. Photos attached.,Investigated: address was cached from previous order. Refund issued; reshipment to correct address.,13,CRM System,Oracle,Arabic,Egypt,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: My package arrived with significant damage. Contents are broken. Order #75130. Photos attached.
Support: Investigated: address was cached from previous order. Refund issued; reshipment to correct address."
